#energy(MeV)	dE/dx_p+	dE/dx_mu+	dE/dx_h2
#		-------		(MeV/cm)	--------
10		241.785		47.1202		377.667
50		72.2085		17.7065		120.25
100		43.2545		13.7069		71.9511
500		16.8499		11.4823		23.7449
1000		13.2895		11.6123		16.8397
5000		11.4888		12.1408		11.6521
10000		11.6504		12.2978		11.4884
50000		12.1568		12.4749		11.9599
100000		12.3007		12.4955		12.1569
500000		12.4548		12.5044		12.4144
1000000		12.1691		12.507		12.4548
