#energy		dE/dx(MeV/cm)	1_rho*dE/dx_(MeV*cm2/g)		unrestricted_de/dx(MeV/cm)
1e-1		828.499		92.4664				410.886
1		439.123		49.0093				439.123
1e1		118.126		13.1837				118.126
1e2		24.1473		2.70089				24.2996
1e3		11.3379		1.26539				11.7227
1e4		11.8834		1.32628				17.9014
1e5		12.3944		1.38331				78.0539
1e6		12.4691		1.39164				700.162
1e7		12.4687		1.3916				7.06918e3
1e8		12.4687		1.3916				70.449e3
1e9		12.4687		1.3916				689.865e3
1e10		12.4687		1.3916				6009.37e3
