#energy(MeV)	energyloss(MeV cm2/g)
1e-3		34.8983			
5e-3		78.035			
1e-2		110.358			
5e-2		192.536			
1e-1		208.735			
5e-1		165.816			
1		120.746			
5		43.9571			
1e1		26.9849			
5e1		8.05898			
1e2		4.82751			
5e2		1.88057			
1e3		1.48321		
