#energy		i_p(MeV cm2/g)	t_s(MeV cm2/g)		
1e-2		13.1837		13.1837
5e-2 		4.23134		4.23806
1e-1 		2.70089		2.712
5e-1 		1.3732		1.39768
1 		1.26539		1.30834
5 		1.30278		1.61255
1e1 		1.32628		1.99792
5e1  		1.37287		4.95111
1e2  		1.38331		8.71137
5e2  		1.39148		39.4504
1e3		1.39164		78.143
